child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_A66BF9YH8,33.761542430417876,data_year,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,child_age,pri_fees_amount,language_match,obs_cooking_2,count_staff_gender,pri_fees_amount_pv,count_staff_salary_paid,count_register_gender_female,count_register_race,<BIAS>
ID_HSPOEP3KD,66.1857487679049,data_year,count_staff_gender_female,count_staff_salary,pri_fees_amount,count_register_race_other,count_register_gender,child_age,count_staff_time,count_register_gender_female,count_staff_contract,count_staff_gender,count_register_race,pri_fees_amount_pv,count_staff_salary_paid,<BIAS>
ID_DEV35TSU5,62.253322122835925,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,id_facility,child_height,id_facility_n,id_prov_n,teacher_social_total,child_zha,teacher_selfcare_total,language_match,<BIAS>
ID_FOINQRYBP,59.83474728471765,data_year,child_age,child_observe_total,child_zha,ses_proxy,quintile,id_enumerator,id_facility,child_height,child_attendance,language_match,<BIAS>,,,
ID_QLU47WOXG,34.682131327814204,data_year,count_register_gender,count_register_race_african,child_age,count_staff_salary,count_staff_gender_female,count_staff_time,count_staff_contract,language_match,count_staff_gender,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_AXZQCM89S,43.61133869890932,data_year,count_register_gender,count_staff_salary,count_staff_gender_female,count_register_race_coloured,child_age,teacher_emotional_total,language_match,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_UEI4Q7E5L,57.969277725290794,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,teacher_emotional_total,count_staff_gender,language_match,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_S23WCQAY9,40.307665456638006,data_year,count_staff_gender_female,child_age,count_staff_salary,count_register_gender,count_register_race_african,teacher_emotional_total,count_staff_time,count_register_gender_female,count_staff_contract,language_match,count_register_race,count_staff_gender,count_staff_salary_unpaid,<BIAS>
ID_U3E297NA8,24.365563875981252,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,obs_heating_5,count_staff_gender,language_match,count_register_gender_female,obs_cooking_3,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_TLX39P87H,36.07751321235355,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,pri_fees_amount,count_register_gender_female,pri_fees_amount_pv,count_register_gender_male,language_match,obs_cooking_3,count_register_race,count_staff_salary_paid,<BIAS>
ID_Z2IN7EBF0,39.041231215205016,data_year,count_staff_salary,count_staff_gender_female,child_age,count_register_gender,child_observe_total,count_staff_time,language_match,count_register_gender_female,obs_cooking_3,count_staff_contract,count_staff_gender,count_register_gender_male,count_staff_salary_paid,<BIAS>
ID_A9VYB3HAP,31.3981223795804,data_year,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_age,obs_cooking_3,count_staff_time,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_8RSR63TDR,53.65778598605834,data_year,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_age,obs_cooking_3,count_staff_time,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_G8LXFG5SP,43.75854912677869,data_year,count_register_gender,count_register_race_african,child_age,count_staff_salary,count_staff_gender_female,count_register_year_grader,count_staff_contract,language_match,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_W8KOIY49Q,47.3880463897583,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,teacher_emotional_total,language_match,count_register_gender_female,obs_cooking_3,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_79GHY8Z5B,57.83754657051213,data_year,child_age,latitude,ses_proxy,child_zha,quintile,id_enumerator,child_attendance,id_facility,child_height,longitude,<BIAS>,,,
ID_1NE8VRSON,39.29825183064963,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,teacher_emotional_total,count_staff_gender,language_match,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_AN47TRU98,53.09084578144416,data_year,child_age,child_observe_total,teacher_emotional_total,id_dc_n,ses_proxy,ward_best,id_mn_n,child_height,id_prov_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_SNCCSAF4T,52.928426520024686,data_year,child_age,child_observe_total,latitude,child_zha,ses_proxy,id_dc_n,id_ward_n,id_ward,child_height,id_prov_n,id_enumerator,longitude,language_match,<BIAS>
ID_P7XX71DOU,36.77726216550627,data_year,count_staff_gender_female,count_staff_salary,pri_fees_amount,child_age,count_register_gender,count_register_race_african,count_register_gender_male,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_race,pri_fees_amount_pv,count_staff_salary_paid,<BIAS>
ID_FSQ52WIY8,50.783639691055214,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,teacher_emotional_total,child_observe_total,count_staff_gender,language_match,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_QE3DVIHMK,40.67159701643641,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_observe_total,longitude,count_staff_contract,count_register_gender_female,count_staff_gender,language_match,count_register_race,count_staff_salary_unpaid,<BIAS>
ID_V5RV7ZBQ0,42.9104035298335,data_year,count_register_gender,count_register_race_coloured,count_staff_gender_female,count_staff_salary,child_age,obs_cooking_3,count_register_year_grader,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_SS78PTNRJ,40.821494518037525,data_year,count_register_gender,count_register_race_coloured,count_staff_gender_female,count_staff_salary,child_age,count_staff_time_full,count_staff_time,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_MJTE36ZC6,38.64378475524313,data_year,count_staff_gender_female,count_staff_salary,child_age,count_register_gender,count_register_race_african,count_staff_time,language_match,count_staff_contract,count_register_gender_male,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_4PMOMSD12,34.61708117285821,data_year,count_register_gender,count_staff_gender_female,count_staff_salary,count_register_race_african,child_age,count_staff_time,obs_cooking_3,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_473FVOOMF,62.29399286706689,data_year,child_age,pri_fees_amount,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,child_zha,id_prov_n,teacher_social_total,id_enumerator,teacher_selfcare_total,language_match,pri_fees_amount_pv,<BIAS>
ID_PPNIV7TLE,51.16850309801043,data_year,count_staff_salary,count_staff_gender_female,child_age,count_register_gender,count_register_race_african,child_observe_total,count_staff_contract,obs_cooking_5,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_P1RH69GYO,43.71893527704333,data_year,child_age,count_register_gender,count_staff_gender_female,count_staff_salary,count_register_race_coloured,child_observe_total,count_staff_gender,language_match,count_register_gender_male,obs_cooking_3,count_register_gender_female,count_register_race,count_staff_salary_unpaid,<BIAS>
ID_9EOEKVOYD,46.34218675672332,data_year,count_staff_salary,count_staff_gender_female,child_age,count_register_gender,count_register_race_coloured,child_observe_total,language_match,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_MLI98T93U,67.74294409753793,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,quintile,child_zha,id_enumerator,id_facility,child_height,teacher_social_total,child_attendance,teacher_selfcare_total,language_match,<BIAS>
ID_K1CPW0PNS,58.229826176507004,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,id_facility,id_facility_n,child_height,id_prov_n,child_zha,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_DJYXVVUS4,49.94535304803412,data_year,child_age,count_register_gender,child_observe_total,count_register_race_african,teacher_emotional_total,count_staff_gender_female,count_staff_salary,id_team,count_staff_salary_paid,count_register_gender_female,count_register_gender_male,language_match,count_register_race,<BIAS>
ID_EY7I49PBQ,64.75132439212348,data_year,child_age,child_observe_total,ses_proxy,quintile,id_facility_n,id_facility,child_height,child_zha,id_enumerator,language_match,<BIAS>,,,
ID_2HW7CA9LD,49.89615763097254,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,obs_heating_6,child_observe_total,teacher_emotional_total,count_register_gender_male,language_match,count_register_race,obs_cooking_5,count_staff_salary_paid,<BIAS>
ID_UWCU28B09,54.07060192319295,data_year,child_age,child_observe_total,ses_proxy,quintile,teacher_duration,id_facility,id_facility_n,child_height,id_prov_n,child_zha,id_enumerator,language_match,<BIAS>,
ID_T35ZUX9FE,53.20254000823138,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,id_facility_n,child_height,id_prov_n,child_zha,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_07XHLCP68,50.210735360164335,data_year,count_register_gender,count_register_race_african,child_age,count_staff_salary,count_staff_gender_female,child_observe_total,teacher_emotional_total,count_staff_gender,obs_cooking_2,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_0ICPNDX5R,54.00332640226952,data_year,child_age,child_observe_total,latitude,ses_proxy,count_register_all,ward_best,child_height,id_ward,id_prov_n,child_zha,id_enumerator,longitude,language_match,<BIAS>
ID_911PIXSUB,41.18355057799499,data_year,child_age,teacher_emotional_total,latitude,ses_proxy,child_observe_total,id_dc_n,id_ward_n,id_ward,id_enumerator,teacher_social_total,teacher_selfcare_total,longitude,language_match,<BIAS>
ID_J399S62UJ,61.998112928192995,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,child_zha,id_dc_n,quintile,id_prov_n,id_facility_n,child_height,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_7JJTDBXCL,43.212847665665095,data_year,count_staff_salary,count_staff_gender_female,child_age,count_register_gender,count_register_race_coloured,language_match,obs_cooking_2,count_staff_contract,count_register_gender_male,count_register_gender_female,count_staff_gender,count_register_race,count_staff_salary_paid,<BIAS>
ID_J6JOI58LF,54.551702861215745,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,quintile,sanitation_educators,child_height,id_prov_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
